L,dn/dL
0.01,4.750740348540844
0.010011520708115814,4.740893259228707
0.010023054688903176,4.731066567560861
0.010034601957653145,4.721260231296755
0.010046162529674389,4.711474208283299
0.01005773642029323,4.701708456454673
0.010069323644853629,4.691962933832174
0.01008092421871723,4.682237598524016
0.010092538157263378,4.672532408725145
0.010104165475889132,4.662847322717077
0.010115806190009291,4.653182298867713
0.010127460315056415,4.6435372956311465
0.010139127866480835,4.6339122715475085
0.010150808859750698,4.6243071852427615
0.01016250331035196,4.614721995428547
0.010174211233788415,4.605156660902001
0.010185932645581725,4.595611140545567
0.010197667561271433,4.586085393326829
0.010209415996414985,4.576579378298332
0.01022117796658774,4.567093054597415
0.010232953487383024,4.557626381446009
0.010244742574412108,4.548179318150493
0.010256545243304254,4.5387518241015075
0.010268361509706728,4.529343858773772
0.010280191389284826,4.519955381725923
0.010292034897721892,4.510586352600331
0.010303892050719334,4.501236731122935
0.010315762863996648,4.491906477103067
0.010327647353291452,4.482595550433262
0.010339545534359486,4.473303911089121
0.010351457422974638,4.464031519129112
0.010363383034928973,4.454778334694406
0.010375322386032752,4.445544318008708
0.010387275492114448,4.436329429378075
0.010399242369020761,4.427133629190775
0.01041122303261667,4.4179568779170655
0.01042321749878541,4.408799136109083
0.010435225783428526,4.399660364400626
0.010447247902465874,4.390540523507017
0.01045928387183566,4.381439574224914
0.010471333707494446,4.372357477432155
0.010483397425417179,4.363294194087578
0.010495475041597204,4.354249685230871
0.010507566572046307,4.345223911982376
0.01051967203279471,4.33621683554295
0.010531791439891101,4.327228417193793
0.010543924809402663,4.318258618296267
0.010556072157415084,4.309307400291742
0.010568233500032588,4.300374724701433
0.010580408853377948,4.291460553126223
0.01059259823359252,4.282564847246503
0.01060480165683625,4.2736875688220115
0.010617019139287701,4.264828679691672
0.010629250697144075,4.255988141773421
0.010641496346621235,4.247165917064045
0.010653756103953728,4.238361967639025
0.0106660299853948,4.229576255652367
0.01067831800721642,4.220808743336445
0.010690620185709317,4.212059393001821
0.010702936537182975,4.203328167037116
0.010715267077965671,4.1946150279088155
0.010727611824404494,4.18591993816113
0.010739970792865365,4.177242860415824
0.010752343999733061,4.1685837573720566
0.01076473146141123,4.159942591806227
0.010777133194322434,4.151319326571799
0.010789549214908137,4.142713924599164
0.010801979539628753,4.134126348895465
0.010814424184963659,4.125556562544444
0.010826883167411216,4.117004528706282
0.01083935650348879,4.10847021061744
0.010851844209732784,4.099953571590503
0.010864346302698641,4.091454575014025
0.010876862798960892,4.082973184352359
0.01088939371511315,4.074509363145515
0.010901939067768148,4.0660630750090005
0.010914498873557762,4.0576342836336545
0.010927073149133026,4.049222952785503
0.010939661911164156,4.040829046305598
0.010952265176340572,4.032452528109863
0.010964882961370933,4.024093362188928
0.010977515282983134,4.015751512608003
0.010990162157924347,4.00742694350669
0.011002823602961037,3.9991196190988516
0.011015499634878988,3.9908295036724453
0.011028190270483317,3.9825565615893774
0.011040895526598506,3.974300757285346
0.011053615420068413,3.9660620552696946
0.01106634996775632,3.9578404201252404
0.011079099186544917,3.9496358165081453
0.01109186309333635,3.94144820914776
0.011104641705052239,3.933277562846458
0.011117435038633699,3.925123842479497
0.01113024311104136,3.916987012994866
0.01114306593925539,3.9088670394131326
0.011155903540275533,3.9007638868272863
0.011168755931121101,3.892677520402607
0.01118162312883102,3.884607905376498
0.01119450515046385,3.876555007058346
0.011207402013097797,3.8685187908293632
0.011220313733830745,3.8604992221424492
0.011233240329780276,3.8524962665220372
0.01124618181808369,3.8445098895639442
0.011259138215898041,3.836540056935225
0.011272109540400137,3.828586734374021
0.01128509580878658,3.82064988768943
0.011298097038273782,3.8127294827613327
0.01131111324609799,3.8048254855402655
0.011324144449515312,3.796937862047269
0.011337190665801723,3.7890665783737423
0.011350251912253126,3.781211600681288
0.011363328206185328,3.7733728952015846
0.011376419564934093,3.765550428236227
0.011389526005855157,3.7577441661565927
0.01140264754632425,3.749954075403685
0.01141578420373712,3.7421801224879943
0.011428935995509556,3.734422273989365
0.011442102939077409,3.726680496556834
0.011455285051896628,3.7189547569084924
0.011468482351443264,3.7112450218313513
0.011481694855213496,3.7035512581811982
0.011494922580723672,3.6958734328824367
0.011508165545510311,3.6882115129279693
0.01152142376713014,3.6805654653790376
0.011534697263160105,3.6729352573650957
0.01154798605119742,3.6653208560836434
0.011561290148859552,3.6577222288001163
0.011574609573784277,3.6501393428477282
0.011587944343629683,3.642572165627332
0.011601294476074208,3.635020664607282
0.011614659988816653,3.6274848073232935
0.01162804089957621,3.6199645613783042
0.01164143722609248,3.612459894442332
0.011654848986125519,3.6049707742523385
0.011668276197455823,3.5974971686120885
0.01168171887788438,3.5900390453920195
0.01169517704523269,3.5825963725290917
0.011708650717342778,3.5751691180266576
0.011722139912077231,3.567757249954323
0.011735644647319202,3.560360736447813
0.01174916494097247,3.552979545708823
0.011762700810961419,3.5456136460048993
0.01177625227523109,3.5382630056692896
